Customer_ID|Name|Email|Phone|Address|City_ID|Age|Gender|Income|Customer_Segment
11910|Phillip Lee|Manuel82@gmail.com|6847138374|47329 Juan Fields|972|24|Female|Medium|New
11923|Jessica Klein|John24@gmail.com|4241128482|5448 Brooke Radial Suite 180|77244|20|Male|Low|Regular
11984|Raymond Sloan|Nathan18@gmail.com|3419036634|76038 Bird Lake|37177|22|Female|Low|Regular
12142|Sara Herring|Christopher40@gmail.com|2220923957|56990 Gregory Bypass Apt. 347|61536|34|Male|Low|Premium
12144|Brett Miller|Jack7@gmail.com|6155534399|03267 Christopher Port Suite 380|3368|66|Female|Medium|New
12251|John Cruz|Samantha13@gmail.com|9648057996|7282 Brooks Radial|79853|44|Female|High|New
12330|Miss Tracy Sparks MD|James31@gmail.com|2999374200|605 Nguyen Courts Apt. 348|58283|33|Male|Medium|New
12336|Natasha Werner|Christian46@gmail.com|3284923183|8268 Paul Squares|76686|20|Female|Medium|Regular
12348|Mrs. Monica Gonzalez DDS|Karen44@gmail.com|6233037277|6682 Rodriguez Hills Suite 125|21665|46|Female|Medium|Premium
12355|Brittney Weiss|Judy45@gmail.com|5959286186|005 Waters Trace Apt. 907|35569|39|Male|Low|New
12390|Kenneth Anderson|Travis60@gmail.com|7497750269|758 Leah Mews Suite 414|93435|20|Male|High|Regular
12396|Erika Rogers|Nicholas22@gmail.com|4148849014|6458 Phillips Trail|60827|46|Male|High|New
12403|Heather Brown|Julie61@gmail.com|4224048119|9230 Ryan Road Suite 669|39602|46|Male|Medium|Premium
12437|Lisa Gonzalez|Michael18@gmail.com|5567558328|7964 Gutierrez Coves|54966|19|Male|Medium|Regular
12450|Eduardo Shea|Gerald47@gmail.com|2087907206|8116 Charles Ford Suite 091|77764|31|Male|Medium|Regular
12531|Christopher Taylor|Jamie6@gmail.com|2544415153|83327 Patrick Mall Suite 451|56734|46|Female|Medium|Regular
12541|Ryan Crane|Karen55@gmail.com|4302553127|7874 Kirk Ways Suite 460|2696|23|Female|High|Regular
12596|Eddie Rosales|Margaret99@gmail.com|8936358220|57399 Donald Street|87013|20|Male|Medium|New
12644|Michael Johnson|Donald90@gmail.com|2785360953|4884 Lindsey Plaza|61536|34|Male|High|New
12645|James Mitchell|Dana53@gmail.com|5992753393|03390 Bradley Prairie Suite 849|72583|20|Female|Low|New
12711|Amanda Ibarra|Sheri16@gmail.com|8181488064|242 Hawkins Manors|95325|21|Female|Medium|New
12739|Kara Jones|Brandon78@gmail.com|7403049652|86464 Traci Locks Suite 016|64395|20|Male|High|New
12957|Jennifer Contreras|Daniel31@gmail.com|9696169334|972 Lindsey Bypass Apt. 955|61536|34|Male|High|Premium
13073|Albert Santos|Monique44@gmail.com|8907990252|10308 Cisneros Canyon Suite 210|61536|34|Male|Medium|New
13078|Matthew Perez|John16@gmail.com|1947694140|26873 Jeffrey Branch|28780|46|Female|High|Regular
13084|Thomas Pena|Frank94@gmail.com|6538856974|1315 Sellers Rapids|88498|21|Male|High|Regular
13096|Cynthia Graves|Calvin64@gmail.com|7561118384|615 Stacey Drive Apt. 274|66885|38|Female|Medium|Regular
13165|Jose Carter|Lawrence65@gmail.com|6274324075|254 John Rest|81268|20|Male|High|Regular
13180|Daniel Willis|Samantha34@gmail.com|1684788854|861 William Light Apt. 169|23597|23|Female|High|Regular
13218|Douglas Garcia|Taylor60@gmail.com|9640933996|208 Thomas Cliffs|61536|34|Male|Medium|Regular
13233|Lori Wilson|Megan98@gmail.com|6691640298|7951 Terry Park Suite 793|64961|46|Male|Low|New
13237|Lydia Armstrong|Jennifer91@gmail.com|9028314368|54727 Joseph Rapid Suite 604|88498|19|Male|Medium|Regular
13573|Sarah Brown|David92@gmail.com|9980644872|74360 Roberts Mall|19950|37|Female|Medium|Premium
13577|Donna Walsh|Crystal21@gmail.com|8339243668|22797 Thomas Freeway Apt. 450|66885|18|Male|Low|Regular
13612|Kristy Hickman|Anthony66@gmail.com|3587889904|5676 Garcia Glens Suite 878|93974|23|Male|Low|Regular
13626|Anthony Barry|Nicole98@gmail.com|8999954389|58740 Blackburn Stravenue|56807|57|Male|Medium|Regular
13717|Laura Walton|Angela99@gmail.com|8401396912|338 Garrett Streets Apt. 698|2696|20|Male|Low|New
13734|Tony Wallace|Jeffrey9@gmail.com|1443123823|1427 Santiago Tunnel Suite 287|72583|46|Female|Low|Premium
13747|Ryan Johnson|Margaret17@gmail.com|2457032263|59638 George Point Suite 179|48791|26|Male|Low|New
13751|Jennifer Hurley|Ernest48@gmail.com|1692572348|4194 Anna Gateway|82207|64|Male|Medium|Regular
13783|Dana Castillo|Sandra82@gmail.com|7312456168|8181 Williams Stream Suite 898|63177|69|Male|Low|Regular
13892|Carla Roy|Jennifer30@gmail.com|4473532855|8293 Dawn Mall Suite 614|43830|49|Male|Medium|Regular
13900|Natalie Lewis|Andrew16@gmail.com|1570137212|47437 Bowman Fork Suite 499|76592|69|Male|Low|Regular
13952|Terry Bowen|Calvin78@gmail.com|5242120917|0322 Erin Falls Suite 790|77764|29|Male|High|Regular
13978|Gail Livingston|Kyle36@gmail.com|9543123899|05593 Nelson Drives Apt. 188|70564|46|Male|High|Regular
14096|Anna Henry|Chad51@gmail.com|8412810492|69076 Stevens Village Apt. 793|88498|21|Male|Medium|Regular
14184|Nicholas Salazar|Lauren31@gmail.com|1712262038|7379 Russell Locks Suite 752|61536|20|Male|Medium|New
14282|James Wright|Adam84@gmail.com|9985157977|187 George Stravenue Suite 437|51463|69|Female|Low|Regular
14308|Brian Simpson|Jonathan98@gmail.com|7260367936|09568 Brittany Manor|86457|20|Female|High|New
14346|Mark Johnson|Juan16@gmail.com|1927273368|4278 Cassandra Village Suite 958|88498|24|Female|Medium|Regular
14389|Carlos Robbins|Elizabeth98@gmail.com|3243807143|0914 Brenda Court|66476|59|Female|Medium|New
14442|Rachel Brooks|Maria72@gmail.com|9908397524|6160 Lauren Motorway|37802|21|Female|Medium|Premium
14480|Douglas Downs|Nathan67@gmail.com|2774070850|1541 Matthew Villages Suite 418|88498|21|Female|Medium|Regular
14481|Jocelyn Smith|Chloe47@gmail.com|9003266491|347 Dean Branch|11004|44|Male|Medium|Premium
14514|Taylor Colon|Robert49@gmail.com|2203836831|15129 Julie Island Apt. 067|55221|31|Male|Medium|Regular
14540|Jeffrey Arnold|Kim21@gmail.com|3422981501|3039 Taylor Meadow Suite 781|93974|67|Female|Medium|Regular
14567|Jamie Short|Robert79@gmail.com|8309213935|13752 Rodriguez Ford Apt. 586|67689|46|Female|Low|Premium
14576|Steven Smith|Michelle6@gmail.com|2072687117|84909 Kathryn Springs Apt. 736|63789|46|Male|Low|Regular
14587|Julia Hill|Jennifer26@gmail.com|8583833862|265 Guerra Mission|66885|46|Male|Medium|Premium
14658|Rachel Gay|Kristy70@gmail.com|2374785512|379 Perry Mill Apt. 917|88498|24|Male|Medium|Regular
14704|James Jimenez|Kyle65@gmail.com|9806798331|7698 Jeffrey Forges|87982|30|Female|Low|Premium
15060|Brenda Cooper MD|Brandon20@gmail.com|3676745252|78265 Hernandez Place|72583|64|Male|Low|Regular
15149|Kenneth Hernandez|Michael47@gmail.com|6376177798|0042 Ricky Streets Apt. 984|10422|20|Female|Medium|New
15287|Carl Adkins|Courtney65@gmail.com|7944486440|57524 Watkins Summit|72583|22|Male|Medium|Regular
15304|Jo Browning|Matthew100@gmail.com|1953832880|514 Collins Fields|2696|23|Female|High|Regular
15318|Melissa Shah|Charles58@gmail.com|2949760008|32748 Sanders Street Apt. 486|98265|26|Male|Medium|New
15403|Stacy Thompson|Rachel89@gmail.com|8583699393|86409 Acosta Crossing|972|65|Female|High|Premium
15632|Daniel Hughes|Patricia1@gmail.com|7520623556|1287 Martin Hollow|72583|20|Male|Low|New
15645|Sean Lewis|Julie37@gmail.com|3833416037|101 Schroeder Summit|61536|34|Male|Medium|New
15647|John James|Sara43@gmail.com|3230504248|28232 Strickland Ports Suite 173|75593|19|Male|High|New
15725|Sarah Heath|Steven27@gmail.com|3920822614|0476 Benjamin Stream|43247|44|Male|Medium|Regular
15870|Hannah Campos|Craig26@gmail.com|2257203114|047 Johnson Lake|62244|42|Male|Low|Regular
15911|Cory Howard|Jennifer57@gmail.com|1316473980|43960 Gregory Springs Apt. 412|75593|19|Male|High|New
15923|Alice Hayes|David80@gmail.com|7097874065|461 Sandoval Ridge|61536|34|Female|Low|New
15963|Heather Kidd|Thomas29@gmail.com|4123010570|209 Daniel Lake Apt. 145|70078|66|Male|Medium|Premium
16009|Mary Hester|Richard68@gmail.com|8152710146|8989 Felicia Hills|66664|46|Female|Medium|New
16015|Zachary Garcia|Alexandra26@gmail.com|2772992991|52434 Davis Crossroad Suite 534|41438|26|Male|Medium|New
16141|Shannon Moore|Tracy58@gmail.com|4561436967|39263 Devin Skyway|88498|24|Female|Medium|Regular
16330|Catherine Miles|Jennifer50@gmail.com|9973778663|12885 Fernandez Springs Suite 579|61536|34|Male|Medium|New
16535|Terry Houston|Tracy21@gmail.com|9421970142|330 Deleon Drives|19641|46|Female|Low|Premium
16585|Amy Romero|Melissa45@gmail.com|4073158897|518 Angela Street|64395|36|Female|Low|Premium
16592|Ralph Davis|Elizabeth73@gmail.com|1272730042|83556 Theresa Trafficway Apt. 929|61536|34|Female|Medium|New
16693|Michael Fernandez|Brandon60@gmail.com|5699362031|0651 Stein Lodge|44168|20|Male|High|Premium
16737|Gregory Miller|Patrick90@gmail.com|6970132458|16793 Kristin Station Apt. 268|23848|52|Male|Low|Regular
16759|Michael Mcbride|Sarah70@gmail.com|7281950632|4510 Branch Extension|93974|40|Male|High|Premium
16834|James Thompson|Veronica92@gmail.com|9136411134|419 Jennifer Avenue|61536|26|Male|Medium|Premium
16837|Joshua Fields MD|Lonnie18@gmail.com|2968679569|53824 Adams Route|89068|40|Male|Medium|New
16925|Brandon Mosley|Aaron35@gmail.com|4581499213|227 Rhonda Trafficway|67759|61|Male|High|New
16959|Marcus Cortez|Elizabeth42@gmail.com|7789473391|6584 Colleen Rapid|75593|18|Female|Low|Regular
16999|Angela Buchanan|Sabrina9@gmail.com|9002828086|17926 James Pine Suite 719|70078|22|Female|Medium|Regular
17022|Angela Shaw|Sandra54@gmail.com|1944386796|9985 Lowe Pines|75593|19|Female|Low|New
17029|Elijah White|David47@gmail.com|4755680762|06084 Martin Lane|72583|59|Male|High|Regular
17038|Chad Wagner|Shannon60@gmail.com|4915626752|6864 Roberts Lane|66700|20|Male|Medium|New
17083|Brooke Phillips|Julia40@gmail.com|4618360562|775 Shelly Street|37802|22|Male|Low|Regular
10010|Ryan Smithhhhh|Emma95@gmail.com|4658668028|1716 Cessna Drive|88498|32|Female|Low|Regular
17109|Michael Shepard|Ashley56@gmail.com|1161672311|501 White Lock|39602|22|Female|Low|Regular
17111|Bryan Martin|Patricia75@gmail.com|9510568821|3035 Bailey Light|39293|22|Male|Medium|Regular
17185|Victoria Cook|Dustin55@gmail.com|9318186636|564 Toni Mews|70078|47|Male|Medium|Regular
17297|Joshua Smith|Connie39@gmail.com|3455640472|8049 Kelly Well|72583|22|Male|Medium|Regular
10546|James Walkerrrrrrr|Jerome61@gmail.com|3452901981|1965 Lake Forest Drive|58163|46|Female|Medium|New
17319|Shaun Martinez|Melissa49@gmail.com|6552350697|7949 Ashley Common|90928|36|Male|Low|Regular
17357|Samantha Ross|Shannon88@gmail.com|1316899689|5424 Theresa Mount Apt. 378|29437|46|Female|Low|New
17408|Sarah Hicks|Amy94@gmail.com|9151762319|40584 Holden Falls Apt. 999|75593|19|Male|Medium|New
17415|Kathleen Fernandez|John32@gmail.com|3789891352|641 Sabrina Fork|77764|39|Female|Low|Premium
17653|Lisa Jenkins|Nathan28@gmail.com|1505248459|767 Jessica Well|63567|46|Male|High|Premium
17794|Marc Roberts|Brenda18@gmail.com|8835102807|597 Arroyo Mission Suite 720|3368|22|Female|Low|Regular
17896|Joseph George|Lauren52@gmail.com|1056153964|7092 Michele Forges Apt. 596|48791|46|Male|Medium|Premium
17974|Rebecca Lang|Jeffrey68@gmail.com|6465135401|948 Mendoza Mount Apt. 106|88301|20|Male|High|New
18009|Elizabeth Henderson|Juan1@gmail.com|5373611715|060 Jennifer Motorway|30882|41|Female|Low|Regular
18161|Aaron Preston|Jonathan69@gmail.com|8495715460|42651 Gallagher Lane Apt. 022|75593|19|Female|High|New
18221|Karen Porter|Ryan76@gmail.com|5675782806|8923 Jones Heights|87013|20|Male|Low|Regular
18232|Michelle Wells|Daniel87@gmail.com|9210613681|001 Amber Port Apt. 821|62986|46|Male|Low|New
18279|Keith Brown|Emily33@gmail.com|2207094708|233 Ruiz Flats Apt. 740|58283|22|Male|Medium|Regular
18345|Valerie Jimenez|Amy69@gmail.com|8503456760|13272 Corey Meadow|61536|34|Male|Medium|New
18390|Emily Morgan|Kelly25@gmail.com|6417182716|878 Morris Court|30775|67|Male|Low|Premium
18515|Jennifer Salinas|Rachel55@gmail.com|4737797508|883 Williams Stravenue Apt. 830|88498|67|Male|High|Regular
18707|Cathy Shields|Stephanie54@gmail.com|3158276556|368 Elliott Lock|61536|34|Female|High|New
18708|Morgan May|Heather27@gmail.com|6349121671|659 Adams Brook|91336|26|Male|High|Regular
18759|Amy White|Jesse70@gmail.com|7194327284|18273 Freeman Views|84450|66|Female|Low|Regular
18913|Kurt Williams|Penny3@gmail.com|6132779887|8959 Andrea Drive Suite 083|54347|35|Female|Low|Regular
18918|Monique Gomez|Eileen44@gmail.com|6132696823|16252 Dudley Manors Apt. 882|89068|58|Male|Low|Premium
19029|Christopher Wright|Andrew39@gmail.com|4687682227|363 Brooke Mount|88301|20|Male|Low|Regular
19128|Tammy Webb|Brian83@gmail.com|1638406298|79868 Selena Inlet|25842|18|Male|Low|Premium
19134|Michelle Turner|Jessica92@gmail.com|3723454235|5303 Mary Gateway|91336|26|Male|High|Regular
19148|Stephen Larson|Kimberly88@gmail.com|5001149688|20149 Graham Ports|23597|57|Male|High|Regular
19173|Justin Norton|Amanda9@gmail.com|8776846980|293 Castillo Cliff|39602|26|Male|High|Regular
19180|Luke Ellis|Alex86@gmail.com|7521833435|466 Malone Walk|75593|19|Male|High|New
19193|Cheyenne Garza|Jessica31@gmail.com|5132401477|55330 Kimberly Brooks|88498|19|Female|Medium|New
19263|Todd Garcia|Tiffany80@gmail.com|6683477755|113 Decker Ville Suite 295|57893|22|Male|Low|Regular
19481|Tara Lewis|Dylan20@gmail.com|9041373943|9659 Tammy Crest Suite 564|72583|44|Male|Medium|Regular
19649|Theresa Jones|David72@gmail.com|7849873225|778 Hogan Crossing Suite 615|15960|43|Male|Low|Premium
19806|Zachary Brown|Mario6@gmail.com|7513231875|0174 Daniel Square|93435|26|Male|Low|Regular
20077|Jennifer Holden|Lauren93@gmail.com|7621466443|9415 Kathleen Plaza|88498|19|Male|Medium|Regular
20081|Jamie Alvarez|David12@gmail.com|5666141221|322 Edward Shores Suite 392|2696|23|Female|High|Regular
20150|Charles Ortega|John26@gmail.com|5322343764|91749 Small Skyway|94417|46|Male|High|Premium
20288|Jennifer Johnson|Brandy79@gmail.com|4143366004|756 Moran Manors Suite 434|57893|20|Female|High|New
20325|Alexandra Shepherd|Robert37@gmail.com|9590544875|77655 Powers Circles|35569|64|Female|Medium|New
20348|David Lewis|Brandon84@gmail.com|9640079673|9060 Harris View|29437|41|Male|Medium|Premium
20430|Erin Gray|Wesley18@gmail.com|6381578170|20338 Rhonda Viaduct|2696|23|Female|High|Regular
20578|Thomas Smith|Katherine34@gmail.com|3607902831|30166 Porter Park|972|26|Male|Low|Regular
20622|Stephanie Garcia|Katherine62@gmail.com|3118615509|5175 Deanna Village|19641|22|Male|Medium|Regular
20659|Caitlin Taylor|Maria24@gmail.com|8460078518|428 Kenneth Bypass Suite 065|81268|20|Female|Medium|New
20966|Nicholas Reid|Mary94@gmail.com|1634337673|02856 Joseph Corners Apt. 813|88301|59|Male|Low|Premium
21029|Mitchell Johnson|Angel76@gmail.com|8157327130|66024 Peters Hollow Apt. 487|91336|26|Male|High|Regular
21214|Eric Olson|Jay39@gmail.com|3069060003|6364 Heather Lock Apt. 292|75593|19|Male|Medium|New
21268|Kevin Harrell|Zachary77@gmail.com|9368059177|059 Ryan Loop|61536|34|Female|Medium|New
21359|Richard Bolton|Rebecca81@gmail.com|5338902043|3842 Castro Ports Suite 991|63762|20|Male|Medium|Regular
21390|Lauren Hernandez|Dawn32@gmail.com|7580847573|647 Dillon Lane Suite 453|88498|31|Male|High|Regular
21588|Edward Garner|Daniel75@gmail.com|6054238466|62376 Kevin Lodge Apt. 263|41438|18|Male|High|New
21603|Michael Alvarez|Donald98@gmail.com|8111149850|39056 Williams Crescent Apt. 525|60827|46|Female|Low|New
21708|Carolyn Reyes|Todd92@gmail.com|1322348606|05008 Peterson Squares Suite 676|2696|23|Male|High|Regular
21712|Dennis Cabrera|Logan43@gmail.com|2670387425|5232 Nicholas Lock Suite 126|87013|46|Male|Low|Premium
21719|Miranda Harmon|Amber53@gmail.com|4164235069|499 Hamilton Place Apt. 042|88301|52|Male|Low|Regular
21761|Timothy Ball|Charles55@gmail.com|7134340684|79339 Paul Dam Apt. 342|25842|38|Female|Medium|New
21781|Michael Johnson|Juan94@gmail.com|7945992138|3234 Samantha Glen Apt. 047|75593|19|Male|Medium|New
21785|Jeffery Alvarez|George82@gmail.com|4185787942|40082 Butler Forks|72611|54|Male|Medium|Regular
21856|Bradley Jackson|Christopher2@gmail.com|1280031420|299 Lisa Branch Apt. 247|61536|34|Male|Low|New
21904|Elizabeth Sullivan|Kathleen51@gmail.com|9449164319|769 Salinas Grove Suite 403|61536|34|Male|Low|New
21952|Caitlyn Warren|Heather57@gmail.com|4436449641|5936 Lisa Spring Suite 208|75593|69|Male|Medium|New
22247|Zachary Bell|Thomas48@gmail.com|3502415262|530 Eileen Orchard Suite 700|64395|54|Male|Medium|Regular
22253|Kathleen Williams|Steven84@gmail.com|9666929352|84414 Bell Hill|51463|23|Male|Medium|New
22268|Susan Villanueva|Benjamin94@gmail.com|5815603478|434 Lewis Drive Apt. 520|14281|23|Male|Medium|Regular
22284|Lauren Walker|George37@gmail.com|4906256933|830 Patricia Brooks|88498|21|Female|High|Regular
22437|Omar Martinez|Jocelyn59@gmail.com|1156107705|99989 John Islands Suite 328|87013|22|Female|Low|Regular
22441|Erin Callahan|Katherine12@gmail.com|4002382520|58086 Patricia Vista Suite 309|61536|34|Male|Low|New
22446|William Sanders|Karen92@gmail.com|8969276205|280 Charles Spur Suite 152|21017|19|Female|Medium|Regular
22494|Andrew Romero|Neil66@gmail.com|1997912355|766 Guzman Cliff|68070|64|Male|Medium|Premium
22624|Kimberly Edwards|Charles38@gmail.com|4640898624|904 Sanford Burgs|63177|55|Male|Medium|Regular
22676|Anna Wood|Cody36@gmail.com|4955351141|3293 Ashley Motorway Suite 841|64395|50|Male|High|Regular
22871|Stephen Marsh|Allison44@gmail.com|7652570424|039 Walters Plaza|64395|20|Female|Low|Premium
22919|Kyle Harris|Julie84@gmail.com|2548810863|694 Hendricks Wall|51463|20|Female|High|New
22961|Jill Vasquez|Diana82@gmail.com|3670244450|9713 Destiny Vista Apt. 809|56694|20|Male|Medium|Regular
23140|Savannah Hammond MD|Richard30@gmail.com|9367162045|658 Steven Valleys|97887|56|Male|Low|Premium
23291|Deborah Sexton|Christian8@gmail.com|2991842587|642 Brianna Springs|51268|50|Female|Medium|New
23345|Maria Hunt|James21@gmail.com|5640629007|60970 Andrew View|87392|20|Male|High|New
23376|Lori Peters|Pamela74@gmail.com|5089306531|373 Matthew Shore Suite 783|23848|28|Male|High|New
23385|Kevin Smith|Denise4@gmail.com|5105322379|769 Rose Mountain|94347|46|Female|Low|Premium
23478|Wendy Hickman|Jeanette72@gmail.com|5791690180|2340 Marcus Club|15960|62|Female|Medium|New
23583|Albert Jones|Cory79@gmail.com|7663889360|295 Bryan Highway Suite 489|56694|55|Male|High|Premium
23676|Laura Payne|Amanda54@gmail.com|3915146231|92651 Paul Burg Suite 514|77764|67|Male|Medium|Premium
23777|Jamie Palmer|Tanner65@gmail.com|7239060011|017 Cory Highway Suite 649|75593|19|Male|Low|New
23791|Wayne Brown|Peter58@gmail.com|1914678743|724 Emily Plain|91336|26|Female|High|Regular
23865|Stephanie Haynes|Donald42@gmail.com|2349184326|6304 Phillips Street Suite 706|75593|19|Male|Medium|New
23948|Christopher Mcclure|Harry5@gmail.com|6735715991|01140 Martinez Trail|98265|24|Male|Medium|New
24015|Kevin Hanson|Tammy90@gmail.com|5276329973|40037 Michael Extension Suite 579|91336|23|Female|High|Regular
24088|Susan Stewart|Patrick5@gmail.com|9428213307|840 Miranda Meadow|72583|22|Female|Medium|Regular
24132|Debbie Hoffman|David91@gmail.com|6245280821|62111 Dennis Trace|70792|26|Male|Low|Regular
24136|Jeanne Bean|Dale28@gmail.com|7884405288|311 Tiffany Curve Suite 433|72583|22|Female|Medium|Regular
24248|Benjamin Payne|Brittany3@gmail.com|3140526250|629 Jorge Prairie Apt. 412|52659|46|Female|Medium|Premium
24302|Sydney Gomez|John24@gmail.com|3845880176|1144 Paul Circles|21143|20|Male|Low|Regular
24400|Linda Baker|Kara50@gmail.com|5354998110|629 Kelly Parks|11004|65|Male|Low|Regular
24446|Ryan Williams|Sandra18@gmail.com|8214659972|6677 Baird Crossroad|80441|46|Male|High|New
24557|Richard Hayes|Mary100@gmail.com|8555793303|6591 Pamela Spurs Apt. 607|30882|46|Female|Medium|Regular
24609|Amanda Cooper|Cindy9@gmail.com|9388611512|8250 Cynthia Lakes|972|53|Male|Low|Regular
24670|Tyler Miller|James92@gmail.com|9398830601|36294 Moore Shoals|61536|34|Male|High|Regular
24814|Savannah Soto|John80@gmail.com|4944772188|668 Joseph Village|91336|26|Male|High|Regular
24823|David Salinas|Gabriel69@gmail.com|1135661036|47651 Jeffrey Hills Apt. 041|2696|23|Male|High|Regular
24843|Dylan Burton|Andrew28@gmail.com|9312966958|85962 Nelson Divide Apt. 160|88498|24|Male|Medium|Regular
25030|Natalie Valdez|Cory82@gmail.com|7646430498|448 David Walk Suite 483|10422|36|Male|Medium|Premium
25049|Mr. Jeffrey Brown|Brittany45@gmail.com|4014806007|040 Mckinney Expressway Apt. 693|75593|19|Female|Medium|New
25104|Richard Berger|James30@gmail.com|4282869524|5039 Byrd Avenue Suite 436|11004|57|Male|Low|Regular
25129|Jeanette Simon|Christian11@gmail.com|7381208089|1742 Nguyen Lights Suite 620|10422|54|Female|Low|Regular
21000|Kari Jenkins|Christopher55@gmail.com|9632072195|520 Lynn Bypass Apt. 51890|14281|23|Male|Medium|Regular
25166|Lori Wells|Samuel55@gmail.com|7273250898|2045 Thomas Isle|72583|43|Male|Low|New
25278|Kevin Hull|Cynthia85@gmail.com|9480603243|65581 Harrington Way|61536|20|Male|Medium|New
25284|Dr. Nicholas Harmon|Amanda99@gmail.com|2405464445|39022 Hernandez Lake|43247|61|Male|Low|Premium
25385|Veronica Clark|Brent1@gmail.com|2739990018|6206 Patterson Springs Apt. 719|33106|38|Female|Low|Premium
25415|Jason Ryan|Francisco83@gmail.com|7170389859|9042 Dalton Summit Suite 932|88498|19|Female|Medium|Regular
25456|Erin Massey|Bradley72@gmail.com|7707746605|661 Wilson Creek Apt. 288|57893|20|Male|Low|New
25459|Summer Rice|Dawn12@gmail.com|3895116191|4519 Melinda Canyon|54966|31|Male|Low|New
25537|Jessica Sims|Nicholas37@gmail.com|4297933635|734 Olson Mission|41438|55|Female|Medium|Premium
25609|Steven Peterson|Lisa28@gmail.com|8788746332|76908 Cole Fort|61536|34|Female|High|New
25632|Frank Christian|Erik10@gmail.com|7257389178|6688 Hill Curve Suite 028|87264|36|Male|High|Regular
25647|Mark Shaw|Christina4@gmail.com|1771579467|691 Glover Mews|61536|34|Male|Medium|Premium
25855|Regina Burke|Brandi73@gmail.com|8467081560|448 Watson Lodge Suite 437|93974|20|Male|High|New
25927|Vincent Weaver|Melanie64@gmail.com|7816109071|77787 Rios Meadows|56734|20|Male|Low|New
26110|Sarah Parker|Justin22@gmail.com|6038185665|424 Mccormick Radial Suite 852|21143|22|Female|Low|Regular
26247|Angela Vega|Colleen15@gmail.com|8576409791|082 Hunter Centers Apt. 156|75593|20|Male|Low|New
26250|Thomas Davidson|Tracy86@gmail.com|3961261064|145 Hooper Springs|50485|20|Female|Medium|New
